ABW36333,ABW36333,1627.0
ADD23162,ADD23162,1637.0
ABY40410,ABY40410,1661.0
BAN14734,BAN14734,1642.0
BAN14735,BAN14735,1636.0
BAF49415,BAF49415,1648.0
AGF69039,AGF69039,1613.0
AHM24199,AHM24199,1619.0
AEL89681,AEL89681,1640.0
ACR26715,ACR26715,1632.0
AFH76985,AFH76985,1636.0
ABM21877,ABM21877,1619.0
ABU80265,ABU80265,1655.0
AHM24191,AHM24191,1648.0
ADV02479,ADV02479,1574.0
AGK24317,AGK24317,1649.0
AFI73232,AFI73232,1624.0
AHB73644,AHB73644,1642.0
ADD10558,ADD10558,1636.0
AEY75592,AEY75592,1611.0
AHB22975,AHB22975,1595.0
AGL57850,AGL57850,1545.0
AHI97132,AHI97132,1642.0
AGF69028,AGF69028,1605.0
AFV33742,AFV33742,1599.0
AFR75854,AFR75854,1652.0
AFJ19065,AFJ19065,1646.0
AAM75158,AAM75158,1632.0
AEX35120,AEX35120,1638.0
AAY52517,AAY52517,1616.0
AEV40002,AEV40002,1635.0
AEK85773,AEK85773,1608.0
ABD95031,ABD95031,1628.0
ADG59089,ADG59089,1635.0
AFU08884,AFU08884,1651.0
ACU46644,ACU46644,1622.0
AGL04365,AGL04365,1623.0
AHB51172,AHB51172,1635.0
AHN96650,AHN96650,1600.0
AFR76505,AFR76505,1629.0
AGK43414,AGK43414,1613.0
AEW25367,AEW25367,1641.0
ACY80644,ACY80644,1643.0
AGF68987,AGF68987,1656.0
ADV19281,ADV19281,1629.0
ABO38373,ABO38373,1619.0
AFG99138,AFG99138,1609.0
AHL83056,AHL83056,1631.0
AFR76696,AFR76696,1637.0
AFU09933,AFU09933,1642.0
AGG25652,AGG25652,1602.0
AHC69370,AHC69370,1658.0
AGG53177,AGG53177,1630.0
ADN89270,ADN89270,1635.0
AEA50985,AEA50985,1636.0
ABB51963,ABB51963,1600.0
AGZ61259,AGZ61259,1595.0
AFH00494,AFH00494,1635.0
ADY71223,ADY71223,1654.0
AEM63482,AEM63482,1636.0
ACF20226,ACF20226,1593.0
ADB82656,ADB82656,1645.0
ADK48778,ADK48778,1642.0
ADT64868,ADT64868,1658.0
AHZ65737,AHZ65737,1657.0
ACT20893,ACT20893,1654.0
CAA78263,CAA78263,1559.0
AGC13516,AGC13516,1604.0
ABB96363,ABB96363,1626.0
ADT64860,ADT64860,1647.0
ABK57093,ABK57093,1651.0
ABK57092,ABK57092,1632.0
ACO07033,ACO07033,1645.0
AHA38580,AHA38580,1631.0
ACO07038,ACO07038,1631.0
AEN68939,AEN68939,1643.0
AAA43185,AAA43185,1651.0
ABD15258,ABD15258,1638.0
ABD59853,ABD59853,1598.0
AGY14270,AGY14270,1608.0
BAN14747,BAN14747,1598.0
AIC73815,AIC73815,1594.0
AIA24447,AIA24447,1599.0
ABA46957,ABA46957,1609.0
AHB73620,AHB73620,1610.0
AHH00837,AHH00837,1646.0
AFH00263,AFH00263,1614.0
AGS48846,AGS48846,1645.0
AGL58957,AGL58957,1588.0
ABW80976,ABW80976,1611.0
AGB84799,AGB84799,1646.0
ADU25478,ADU25478,1626.0
ABD60955,ABD60955,1650.0
CCQ71947,CCQ71947,1632.0
AAU25861,AAU25861,1606.0
ABS71668,ABS71668,1639.0
AFA51661,AFA51661,1627.0
ADT78936,ADT78936,1631.0
ACO95270,ACO95270,1595.0
ABW81507,ABW81507,1658.0
ABO38384,ABO38384,1615.0
ADJ38087,ADJ38087,1645.0
AFZ15807,AFZ15807,1640.0
AHB72834,AHB72834,1639.0
AFM46999,AFM46999,1657.0
ACZ48594,ACZ48594,1547.0
AEJ10440,AEJ10440,1632.0
ADG28681,ADG28681,1645.0
ABB87886,ABB87886,1610.0
ABP49481,ABP49481,1635.0
AFM72356,AFM72356,1598.0
ACZ48608,ACZ48608,1573.0
ADI34061,ADI34061,1543.0
ABB46392,ABB46392,1619.0
AFR75892,AFR75892,1634.0
AHB72773,AHB72773,1572.0
ADF83497,ADF83497,1625.0
AEA48985,AEA48985,1650.0
ACF25543,ACF25543,1597.0
AEA92634,AEA92634,1640.0
AGH55479,AGH55479,1629.0
ABS50795,ABS50795,1619.0
AFR75836,AFR75836,1629.0
AEK49444,AEK49444,1609.0
ABB96520,ABB96520,1600.0
AGK24455,AGK24455,1646.0
AFG71953,AFG71953,1608.0
AFM72186,AFM72186,1615.0
AHY20935,AHY20935,1653.0
AAY46201,AAY46201,1604.0
AFJ78661,AFJ78661,1642.0
AFQ37281,AFQ37281,1636.0
AFR76238,AFR76238,1629.0
AET77666,AET77666,1556.0
ACA50030,ACA50030,1613.0
AFV77715,AFV77715,1627.0
AHZ65761,AHZ65761,1642.0
AGK73290,AGK73290,1638.0
AHZ65765,AHZ65765,1597.0
ABS71672,ABS71672,1637.0
AHB21075,AHB21075,1632.0
ABF17959,ABF17959,1596.0
AGG86711,AGG86711,1647.0
AGW83314,AGW83314,1653.0
AAC54378,AAC54378,1635.0
AFY08044,AFY08044,1657.0
AHH25326,AHH25326,1578.0
AHY95115,AHY95115,1646.0
AHZ44225,AHZ44225,1607.0
