id,chain,host,location,year,subtype,continent
AEK49568,A,avian,California,2008.0,H10N7,North America
AEK50870,A,avian,California,2009.0,H1N1,North America
AEK79815,A,avian,Viet Nam,2008.0,H5N1,Asia
AEK85773,A,avian,Henan,2009.0,H9N2,Asia
AEK86047,A,swine,Guangdong,2010.0,H1N1,Asia
AEK86048,A,swine,Guangdong,2010.0,H1N1,Asia
AEL89681,A,,Bangkok,2010.0,H1N1,Asia
AEM63475,A,,India,2009.0,H1N1,Asia
AEM63482,A,,India,2009.0,H1N1,Asia
AEM63500,A,,India,2010.0,H1N1,Asia
AEM75239,A,avian,Wisconsin,2009.0,H1N1,North America
AEM75431,A,avian,Mississippi,2010.0,H10N7,North America
AEM75523,A,avian,Wisconsin,2009.0,H3N2,North America
AEN02518,A,avian,Fujian,2011.0,H9N2,Asia
AEN55513,A,,Bangkok,2010.0,H1N1,Asia
AEN68575,A,swine,Italy,2010.0,H1N2,Europe
AEN68577,A,swine,Italy,2010.0,H1N2,Europe
AEN68581,A,swine,Italy,2010.0,H1N2,Europe
AEN68619,A,avian,Israel,2011.0,H5N1,Asia
AEN68938,A,,Cambodia,2011.0,H5N1,Asia
AEN68939,A,avian,Cambodia,2008.0,H5N1,Asia
AEN94603,A,avian,Lao,2010.0,H5N1,Asia
AEN94876,A,swine,North Carolina,2005.0,H1N1,North America
AEN94886,A,swine,North Carolina,2002.0,H1N1,North America
AEN95123,A,avian,Malaysia,2001.0,H9N2,Asia
AEO01499,A,,England,2009.0,H1N1,Europe
AEO01598,A,,England,2009.0,H1N1,Europe
AEO01612,A,,England,2009.0,H1N1,Europe
AEO01709,A,,Mexico,2008.0,H1N1,North America
AEO52326,A,avian,Zhejiang,2011.0,H5N1,Asia
AEO89145,A,,Xinjiang,2009.0,H5N1,Asia
AEO89163,A,,Guangxi,2009.0,H5N1,Asia
AEO89172,A,,Hunan,2009.0,H5N1,Asia
AEO91779,A,swine,North Carolina,2005.0,H1N1,North America
AEO91855,A,swine,Minnesota,2008.0,H1N2,North America
AEP17073,A,swine,Iowa,2011.0,H1N2,North America
AEP17078,A,swine,Illinois,2011.0,H1N2,North America
AEP17277,A,swine,Iowa,2011.0,H1N1,North America
AEP17308,A,avian,Ontario,2011.0,H3N2,North America
AEP32455,A,,Thailand,2009.0,H1N1,Asia
AEP71333,A,avian,Egypt,2009.0,H5N1,Africa
AEP84526,A,avian,Egypt,2011.0,H5N1,Africa
AEQ38190,A,,Hong Kong,2009.0,H1N1,Asia
AEQ38195,A,,Hong Kong,2009.0,H1N1,Asia
AEQ61287,A,swine,Jiangsu,2011.0,H1N1,Asia
AEQ61347,A,swine,Jiangsu,2011.0,H1N1,Asia
AEQ61437,A,swine,Jiangsu,2010.0,H1N1,Asia
AEQ72820,A,avian,Egypt,2010.0,H5N1,Africa
AEQ72868,A,avian,Egypt,2011.0,H5N1,Africa
AEQ72881,A,avian,Egypt,2011.0,H5N1,Africa
AEQ72884,A,avian,Egypt,2011.0,H5N1,Africa
AEQ72889,A,avian,Egypt,2011.0,H5N1,Africa
AET11800,A,avian,Sanjiang,2007.0,H1N1,Asia
AET74962,A,avian,Delaware,1988.0,H9N9,North America
AET75834,A,avian,Delaware Bay,1994.0,H3N2,North America
AET76679,A,avian,Delaware Bay,1999.0,H3N8,North America
AET76690,A,avian,Delaware Bay,1999.0,H3N2,North America
AET77176,A,avian,Delaware Bay,2003.0,H9N1,North America
AET77666,A,avian,Alberta,2006.0,H7N3,North America
AET80429,A,avian,Vietnam,2011.0,H5N1,Asia
AET84295,A,,Nevada,2009.0,H1N1,North America
AEU05027,A,,Indiana,2011.0,H3N2,North America
AEV40002,A,,Shenzhen,2009.0,H1N1,Asia
AEV40049,A,,Shenzhen,2009.0,H1N1,Asia
AEV40056,A,,Shenzhen,2009.0,H1N1,Asia
AEV40282,A,avian,Hebei,2009.0,H5N2,Asia
AEW25367,A,,Zhejiang,2009.0,H1N1,Asia
AEW25528,A,,Zhejiang,2009.0,H1N1,Asia
AEW25590,A,,Zhejiang,2009.0,H1N1,Asia
AEW31134,A,,Minnesota,2011.0,H1N2,North America
AEX30517,A,swine,Shepparton,2009.0,H1N1,Europe
AEX30519,A,swine,Henan,2010.0,H1N2,Asia
AEX30540,A,swine,Hong Kong,2011.0,H3N2,Asia
AEX30611,A,avian,Sheny,2008.0,H5N1,Asia
AEX33924,A,,HaNoi,2006.0,H1N1,Asia
AEX34650,A,,HaNoi,2005.0,H1N1,Asia
AEX34768,A,,TayNguyen,2006.0,H1N1,Asia
AEX35120,A,,HaNoi,2008.0,H1N1,Asia
AEX35428,A,,HaNoi,2004.0,H3N2,Asia
AEX38474,A,,Wisconsin,2011.0,H1N1,North America
AEX63617,A,swine,Jiangsu,2011.0,H1N1,Asia
AEY75592,A,avian,Malaysia,1997.0,H9N2,Asia
AEZ01103,A,,Hangzhou,2011.0,H1N1,Asia
AEZ01107,A,,Hangzhou,2011.0,H1N1,Asia
AEZ02122,A,swine,North Carolina,2009.0,H3N2,North America
AEZ54197,A,swine,Iowa,2011.0,H1N2,North America
AFA51661,A,avian,Egypt,2011.0,H9N2,Africa
AFB18647,A,avian,Japan,2011.0,H5N1,Asia
AFB70317,A,,Argentina,2009.0,H1N1,South America
AFB77618,A,,Kenya,2011.0,H1N1,Africa
AFC18325,A,avian,England,2010.0,H9N1,Europe
AFC98271,A,swine,North Carolina,2010.0,H1N2,North America
AFC98273,A,swine,North Carolina,2011.0,H1N2,North America
AFD32574,A,swine,Indiana,2010.0,H3N2,North America
AFD64223,A,,Fujian,2002.0,H3N2,Asia
AFE02952,A,,Taiwan,2011.0,H1N1,Asia
AFE48437,A,avian,Taiwan,2005.0,H5N2,Asia
AFF57124,A,,Gyeonggi,2010.0,H1N1,Asia
AFG71942,A,,Hong Kong,1971.0,H3N2,Asia
AFG71953,A,,Bilthoven,1972.0,H3N2,Europe
AFG71996,A,,Bilthoven,1974.0,H3N2,Europe
AFG72085,A,,Sichuan,1987.0,H3N2,Asia
AFG72096,A,,Beijing,1989.0,H3N2,Asia
AFG72173,A,,Amsterdam,1992.0,H3N2,Europe
AFG72350,A,,Netherlands,1993.0,H3N2,Europe
AFG72735,A,,Oslo,1997.0,H3N2,Europe
AFG72823,A,,Fujian,2002.0,H3N2,Asia
AFG98830,A,,Bilthoven,1971.0,H3N2,Europe
AFG98863,A,,England,1972.0,H3N2,Europe
AFG98940,A,,Bilthoven,1974.0,H3N2,Europe
AFG99006,A,,Bilthoven,1976.0,H3N2,Europe
AFG99094,A,,Rotterdam,1977.0,H3N2,Europe
AFG99138,A,,Bilthoven,1982.0,H3N2,Europe
AFG99237,A,,Colorado,1986.0,H3N2,North America
AFG99248,A,,Shanghai,1987.0,H3N2,Asia
AFG99347,A,,Netherlands,1989.0,H3N2,Europe
AFG99402,A,,Victoria,1989.0,H3N2,North America
AFG99501,A,,Canberra,1991.0,H3N2,Oceania
AFH00065,A,,Akita,1993.0,H3N2,Asia
AFH00076,A,,Enschede,1993.0,H3N2,Europe
AFH00098,A,,Lyon,1993.0,H3N2,Europe
AFH00263,A,,Scotland,1993.0,H3N2,Europe
AFH00329,A,,Hong Kong,1994.0,H3N2,Asia
AFH00461,A,,Hong Kong,1996.0,H3N2,Asia
AFH00494,A,,Hong Kong,1996.0,H3N2,Asia
AFH00725,A,,Netherlands,1982.0,H3N2,Europe
AFH53677,A,swine,Minnesota,2011.0,H3N2,North America
AFH53725,A,swine,Illinois,2010.0,H3N2,North America
AFH53736,A,swine,Illinois,2010.0,H3N2,North America
AFH76959,A,swine,Minnesota,2011.0,H1N1,North America
AFH76964,A,swine,Illinois,2011.0,H1N1,North America
AFH76980,A,swine,Missouri,2010.0,H1N1,North America
AFH76985,A,swine,Illinois,2010.0,H1N2,North America
AFI44342,A,avian,Egypt,2011.0,H5N1,Africa
AFI44353,A,avian,Egypt,2012.0,H5N1,Africa
AFI44374,A,swine,Illinois,2011.0,H1N2,North America
AFI62127,A,swine,Kansas,2009.0,H1N2,North America
AFI62138,A,swine,Minnesota,2011.0,H1N2,North America
AFI62139,A,swine,Minnesota,2011.0,H1N2,North America
AFI62151,A,swine,Minnesota,2011.0,H1N2,North America
AFI62154,A,swine,North Carolina,2010.0,H1N2,North America
AFI73231,A,avian,Egypt,2012.0,H9N2,Africa
AFI73232,A,avian,Egypt,2011.0,H9N2,Africa
AFJ12607,A,avian,Hong Kong,1978.0,H2N2,Asia
AFJ13347,A,avian,New Jersey,1986.0,H2N7,North America
AFJ13380,A,avian,Delaware Bay,1986.0,H2N7,North America
AFJ13424,A,avian,Delaware Bay,1993.0,H2N1,North America
AFJ18989,A,avian,Yangon,2010.0,H5N1,Asia
AFJ19065,A,swine,Ohio,2011.0,H1N2,North America
AFJ69901,A,avian,Vietnam,2007.0,H5N1,Asia
AFJ74842,A,,Malaysia,2004.0,H3N2,Asia
AFJ76186,A,,Malaysia,2009.0,H1N1,Asia
AFJ77517,A,,Malaysia,1999.0,H3N2,Asia
AFJ77891,A,,Malaysia,2004.0,H3N2,Asia
AFJ78364,A,,Malaysia,1997.0,H1N1,Asia
AFJ78661,A,,Malaysia,2009.0,H1N1,Asia
AFK13944,A,avian,Guangdong,2010.0,H5N5,Asia
AFL56787,A,swine,Minnesota,2009.0,H1N1,North America
AFL56810,A,swine,Oklahoma,2011.0,H1N1,North America
AFM08869,A,avian,South Africa,2011.0,H5N2,Africa
AFM08891,A,avian,South Africa,2011.0,H5N2,Africa
AFM09320,A,avian,Alaska,2007.0,H3N8,North America
AFM09428,A,avian,Alaska,2006.0,H2N5,North America
AFM46517,A,swine,Iowa,2010.0,H1N1,North America
AFM46518,A,swine,Iowa,2010.0,H1N1,North America
AFM46519,A,swine,Iowa,2010.0,H1N2,North America
AFM46633,A,swine,Iowa,2011.0,H1N2,North America
AFM46639,A,swine,Iowa,2011.0,H1N1,North America
AFM46642,A,swine,Iowa,2011.0,H1N2,North America
AFM46643,A,swine,Oklahoma,2011.0,H1N2,North America
AFM46654,A,swine,Iowa,2011.0,H1N2,North America
AFM46659,A,swine,Nebraska,2011.0,H1N2,North America
AFM46668,A,swine,Mississippi,2011.0,H1N1,North America
AFM46839,A,swine,Iowa,2011.0,H1N2,North America
AFM46852,A,swine,Iowa,2011.0,H1N2,North America
AFM46856,A,swine,Iowa,2011.0,H1N2,North America
AFM46999,A,swine,Iowa,2011.0,H1N1,North America
AFM47137,A,swine,Illinois,2011.0,H3N2,North America
AFM47165,A,swine,Guangdong,2011.0,H3N2,Asia
AFM68954,A,,NWS,1934.0,H1N1,Oceania
AFM71731,A,,Beijing,1989.0,H3N2,Asia
AFM72098,A,,Sichuan,1987.0,H3N2,Asia
AFM72186,A,,South Africa,1996.0,H3N2,Africa
AFM72257,A,,Ulan Ude,2000.0,H3N2,Europe
AFM72312,A,,Fujian,2003.0,H3N2,Asia
AFM72356,A,,Wellington,2004.0,H3N2,Oceania
AFM78578,A,ferret,Indonesia,2005.0,H5N1,Asia
AFM93978,A,swine,South Dakota,2012.0,H3N2,North America
AFM93986,A,swine,Minnesota,2012.0,H1N1,North America
AFN06490,A,swine,Zhejiang,2008.0,H1N2,Asia
AFN18875,A,,Singapore,2009.0,H1N1,Asia
AFN66856,A,swine,Oklahoma,2012.0,H1N2,North America
AFO64802,A,,Nanchang,1999.0,H1N1,Asia
AFO64835,A,,Wellington,1992.0,H1N1,Oceania
AFO64868,A,,Shanghai,1996.0,H1N1,Asia
AFO65016,A,,Ostrava,1998.0,H1N1,Europe
AFO66147,A,,Chile,2000.0,H1N1,South America
AFO83000,A,swine,Iowa,2012.0,H1N2,North America
AFO83274,A,avian,Hungary,2001.0,H9N2,Europe
AFO83280,A,avian,Nepal,2010.0,H9Nx,Asia
AFO83294,A,avian,Saudi Arabia,2011.0,H9Nx,Asia
AFO83295,A,avian,United Arab Emirates,2011.0,H9Nx,Asia
AFP36088,A,swine,Minnesota,2012.0,H1N2,North America
AFP36183,A,swine,Hungary,2011.0,H1N1,Europe
AFP83236,A,swine,Guangdong,2010.0,H3N2,Asia
AFP99689,A,swine,Ohio,2012.0,H3N2,North America
AFQ34707,A,swine,Mexico,2010.0,H3N2,North America
AFQ34729,A,swine,Mexico,2010.0,H1N1,North America
AFQ37281,A,swine,Nigeria,2011.0,H1N1,Africa
AFQ55689,A,,Mexico,2012.0,H7N3,North America
AFQ60210,A,,Egypt,2012.0,H5N1,Africa
AFQ90529,A,,Moscow,1998.0,H1N1,Europe
AFR42694,A,,Wuhan,1995.0,H3N2,Asia
AFR42701,A,swine,Korea,2011.0,H3N2,Asia
AFR60992,A,avian,Shandong,2011.0,H5N1,Asia
AFR75836,A,swine,Korea,2009.0,H1N2,Asia
AFR75854,A,swine,Korea,2009.0,H1N2,Asia
AFR75881,A,swine,Eire,1996.0,H1N1,Europe
AFR75892,A,swine,England,2009.0,H1N2,Europe
AFR75914,A,swine,England,2002.0,H1N2,Europe
AFR75967,A,swine,England,2005.0,H1N1,Europe
AFR76123,A,swine,England,2002.0,H1N1,Europe
AFR76145,A,swine,England,1993.0,H1N1,Europe
AFR76173,A,swine,England,2009.0,H1N2,Europe
AFR76227,A,swine,England,2005.0,H1N1,Europe
AFR76238,A,swine,England,2001.0,H1N1,Europe
AFR76311,A,swine,England,2006.0,H1N1,Europe
AFR76344,A,swine,England,2000.0,H1N2,Europe
AFR76396,A,swine,England,1997.0,H1N2,Europe
AFR76416,A,swine,England,1995.0,H3N1,Europe
AFR76471,A,swine,England,1997.0,H1N2,Europe
AFR76498,A,swine,England,2008.0,H1N2,Europe
AFR76505,A,swine,Finistere,1982.0,H1N1,Europe
AFR76539,A,swine,Cotes d'Armor,2002.0,H1N2,Europe
AFR76623,A,swine,Gent,2005.0,H1N1,Europe
AFR76696,A,swine,Italy,2001.0,H1N1,Europe
AFR76707,A,swine,Italy,2005.0,H1N1,Europe
AFR76739,A,swine,Italy,2006.0,H1N1,Europe
AFR76783,A,swine,Spain,2002.0,H1N2,Europe
AFU08580,A,swine,Illinois,2012.0,H1N2,North America
AFU08704,A,swine,Illinois,2012.0,H1N2,North America
AFU08788,A,swine,Oklahoma,2012.0,H3N2,North America
AFU08812,A,swine,Illinois,2012.0,H1N2,North America
AFU08816,A,swine,Illinois,2012.0,H1N2,North America
AFU08828,A,swine,Illinois,2012.0,H3N2,North America
AFU08860,A,swine,Iowa,2012.0,H1N2,North America
AFU08884,A,swine,Illinois,2012.0,H1N2,North America
AFU08908,A,swine,Nebraska,2012.0,H1N2,North America
AFU08944,A,swine,Minnesota,2012.0,H3N2,North America
AFU08956,A,swine,Illinois,2011.0,H1N2,North America
AFU08988,A,swine,Nebraska,2012.0,H3N2,North America
AFU09053,A,swine,Italy,2011.0,H3N2,Europe
AFU09056,A,swine,Italy,2010.0,H1N1,Europe
AFU09062,A,swine,Italy,2011.0,H1N2,Europe
AFU09064,A,swine,Italy,2011.0,H1N2,Europe
AFU09933,A,swine,Illinois,2012.0,H1N2,North America
AFU09985,A,swine,Nebraska,2012.0,H1N2,North America
AFU10042,A,swine,Colorado,2012.0,H3N2,North America
AFU10043,A,swine,Iowa,2012.0,H3N2,North America
AFU10169,A,swine,Illinois,2011.0,H1N2,North America
AFU10181,A,swine,Minnesota,2011.0,H1N2,North America
AFU10184,A,swine,Minnesota,2010.0,H1N1,North America
AFU10229,A,avian,SK,2010.0,H5N3,Europe
AFU92387,A,swine,Shaanxi,2011.0,H1N1,Asia
AFV31477,A,swine,South Dakota,2012.0,H1N2,North America
AFV31487,A,swine,Vladimir,2009.0,H3N2,Europe
AFV33742,A,,Utah,2012.0,H3N2,North America
AFV33954,A,swine,Montana,2012.0,H3N2,North America
AFV53205,A,,Montevideo,1967.0,H2N2,South America
AFV53260,A,,Kw,1957.0,H1N1,Asia
AFV53271,A,,ITS,1957.0,H2N2,Europe
AFV53293,A,,Ned,1963.0,H2N2,Europe
AFV53314,A,,Ann Arbor,1960.0,H2N2,North America
AFV77715,A,swine,Shaanxi,2012.0,H1N1,Asia
AFW16001,A,swine,Oklahoma,2012.0,H1N2,North America
AFW18314,A,avian,Giza,2008.0,H5N1,Africa
AFW18325,A,avian,Giza,2009.0,H5N1,Africa
AFX65229,A,swine,Nanjing,2011.0,H1N1,Asia
AFX65236,A,swine,Minnesota,2012.0,H1N2,North America
AFX65251,A,swine,North Carolina,2012.0,H1N2,North America
AFX65259,A,swine,Illinois,2012.0,H1N2,North America
AFY08044,A,swine,Illinois,2012.0,H1N1,North America
AFZ15807,A,swine,Nebraska,2012.0,H1N1,North America
AFZ15893,A,swine,SouthDakota,2012.0,H1N2,North America
AFZ15937,A,swine,Indiana,2012.0,H1N1,North America
AFZ77460,A,swine,Minnesota,2012.0,H1N1,North America
AGA19044,A,swine,Nebraska,2012.0,H3N2,North America
AGA19235,A,swine,Neumarkt,2011.0,H1N1,Europe
AGA19305,A,swine,Ebbinghof,2011.0,H1N1,Europe
AGA19326,A,swine,Wuerusreuth,2009.0,H3N1,Europe
AGA19337,A,swine,South Dakota,2012.0,H1N1,North America
AGB84799,A,avian,Eastern China,2008.0,H5N1,Asia
AGB84833,A,swine,Finland,2009.0,H1N1,Europe
AGB84989,A,swine,Iowa,2012.0,H1N2,North America
AGB98447,A,swine,Ohio,2009.0,H1N2,North America
AGB98777,A,swine,Ohio,2009.0,H3N2,North America
AGC13458,A,swine,Finland,2010.0,H1N1,Europe
AGC13516,A,swine,Iowa,2012.0,H3N2,North America
AGC13633,A,swine,South Dakota,2012.0,H1N2,North America
AGC73203,A,avian,Ohio,2011.0,H1N2,North America
AGE02663,A,avian,Wisconsin,2010.0,H3N8,North America
AGE83982,A,swine,Korea,2011.0,H1N2,Asia
AGE84002,A,swine,Korea,2011.0,H1N1,Asia
AGF37648,A,,Chita,2012.0,H1N1,Europe
AGF37789,A,swine,Iowa,2012.0,H1N1,North America
AGF68987,A,swine,Minnesota,2013.0,H1N2,North America
AGF69028,A,avian,United Arab Emirates,2011.0,H9N2,Asia
AGF69039,A,avian,United Arab Emirates,2011.0,H9N2,Asia
AGF69050,A,avian,United Arab Emirates,2011.0,H9N2,Asia
AGF69071,A,swine,South Dakota,2013.0,H3N2,North America
AGG12643,A,swine,Ohio,2013.0,H1N2,North America
AGG25652,A,avian,Interior Alaska,2010.0,H3N8,North America
AGG27706,A,avian,Delaware Bay,2001.0,H10N7,North America
AGG27718,A,avian,Delaware Bay,2001.0,H10N7,North America
AGG27863,A,avian,Delaware Bay,2001.0,H10N7,North America
AGG27899,A,avian,Delaware Bay,2001.0,H10N7,North America
AGG53088,A,swine,Thailand,2010.0,H1N1,Asia
AGG53177,A,swine,Thailand,2012.0,H3N2,Asia
AGG53443,A,avian,Korea,2010.0,H7N7,Asia
AGG53498,A,avian,Korea,2009.0,H7N7,Asia
AGG53738,A,swine,Illinois,2013.0,H1N2,North America
AGG82133,A,avian,New Brunswick,2010.0,H3N8,North America
AGG83064,A,avian,New Brunswick,2010.0,H7N7,North America
AGG86711,A,swine,Illinois,2013.0,H1N1,North America
AGG86723,A,avian,China,2011.0,H5N1,Asia
AGG86729,A,swine,Illinois,2013.0,H1N2,North America
AGG86873,A,swine,HeudorfMesskirch,2011.0,H1N1,Europe
AGH25309,A,swine,Jiangsu,2008.0,H5N1,Asia
AGH25310,A,swine,Jiangsu,2009.0,H5N1,Asia
AGH30710,A,swine,Minnesota,2013.0,H1N2,North America
AGH55479,A,avian,India,2008.0,H5N1,Asia
AGI02344,A,avian,Shandong,2010.0,H5N1,Asia
AGI02406,A,swine,Iowa,2013.0,H1N1,North America
AGI02552,A,swine,Kansas,2012.0,H3N2,North America
AGI40726,A,swine,Iowa,2013.0,H1N1,North America
AGI41230,A,avian,Shaanxi,2012.0,H9N2,Asia
AGI41250,A,swine,Illinois,2013.0,H1N2,North America
AGI52981,A,,Tennessee,2009.0,H1N1,North America
AGI52989,A,,Virginia,2009.0,H1N1,North America
AGI54182,A,,Tennessee,2009.0,H1N1,North America
AGI55453,A,,Illinois,2009.0,H1N1,North America
AGJ73367,A,,Alborz,2011.0,H1N1,Asia
AGJ73386,A,swine,South Dakota,2013.0,H1N1,North America
AGK24287,A,swine,Thailand,2009.0,H3N2,Asia
AGK24317,A,swine,Thailand,2010.0,H1N1,Asia
AGK24455,A,swine,Illinois,2013.0,H1N2,North America
AGK24463,A,swine,Iowa,2013.0,H1N1,North America
AGK42156,A,avian,Minnesota,2008.0,H3N8,North America
AGK43414,A,avian,Minnesota,2010.0,H1N1,North America
AGK43532,A,avian,Minnesota,2008.0,H2N3,North America
AGK62683,A,swine,Nebraska,2013.0,H1N2,North America
AGK62750,A,swine,Argentina,2011.0,H3N2,South America
AGK72773,A,,Mississippi,2011.0,H1N1,North America
AGK73228,A,,Washington,2011.0,H1N1,North America
AGK73290,A,,California,2011.0,H1N1,North America
AGL04214,A,avian,Newfoundland,2011.0,H1N2,North America
AGL04307,A,swine,Denmark,1993.0,H1N1,Europe
AGL04309,A,swine,Denmark,2004.0,H1N1,Europe
AGL04311,A,swine,Denmark,2005.0,H1N1,Europe
AGL04315,A,swine,Denmark,2005.0,H1N1,Europe
AGL04337,A,swine,Denmark,2003.0,H1N2,Europe
AGL04365,A,swine,Denmark,2003.0,H3N2,Europe
AGL04595,A,,Texas,2012.0,H1N1,North America
AGL04629,A,,Illinois,2012.0,H1N1,North America
AGL05056,A,,Texas,2012.0,H1N1,North America
AGL06095,A,,Hawaii,2012.0,H3N2,North America
AGL06857,A,,Texas,2012.0,H3N2,North America
AGL07410,A,,Hawaii,2012.0,H3N2,North America
AGL07471,A,swine,France,2013.0,H1N1,Europe
AGL07472,A,swine,France,2011.0,H1N2,Europe
AGL07673,A,swine,Minnesota,2013.0,H3N2,North America
AGL09786,A,,New York,2013.0,H3N2,North America
AGL09815,A,,Texas,2013.0,H3N2,North America
AGL09881,A,,Florida,2013.0,H3N2,North America
AGL52805,A,avian,Interior Alaska,2010.0,H7N3,North America
AGL57025,A,avian,Interior Alaska,2010.0,H7N3,North America
AGL57850,A,avian,Delaware,2002.0,H7N3,North America
AGL57927,A,avian,Delaware,2003.0,H9N5,North America
AGL57968,A,avian,Delaware,2003.0,H9N2,North America
AGL58957,A,avian,New Jersey,2008.0,H3N2,North America
AGL58994,A,avian,New Jersey,2008.0,H10N7,North America
AGL60617,A,avian,New Jersey,2009.0,H10N7,North America
AGL60763,A,avian,Delaware,2009.0,H10N7,North America
AGL60775,A,avian,New Jersey,2009.0,H10N7,North America
AGL60823,A,avian,New Jersey,2009.0,H10N7,North America
AGL96912,A,swine,Italy,2012.0,H1N1,Europe
AGM16027,A,swine,Iowa,2013.0,H1N2,North America
AGM16031,A,swine,North Carolina,2013.0,H1N2,North America
AGM53491,A,swine,North Carolina,2007.0,H3N2,North America
AGM53496,A,swine,Ohio,2007.0,H3N2,North America
AGM53498,A,swine,Winconsin,2009.0,H3N2,North America
AGN28824,A,swine,Korea,2013.0,H1N2,Asia
AGN49381,A,avian,Guangxi,2012.0,H1N2,Asia
AGN69593,A,swine,Illinois,2013.0,H1N2,North America
AGN69613,A,swine,North Carolina,2013.0,H1N2,North America
AGN69629,A,swine,North Carolina,2013.0,H1N2,North America
AGO00313,A,,Texas,,H3N2,North America
AGO00337,A,,PAL,,H1N2,Europe
AGO02249,A,avian,Hong Kong,2009.0,H5N1,Asia
AGO17847,A,,Hong Kong,2009.0,H9N2,Asia
AGO17883,A,avian,Hong Kong,1997.0,H9N2,Asia
AGO17946,A,avian,Hong Kong,2011.0,H9N2,Asia
AGO51411,A,swine,Wyoming,2013.0,H3N2,North America
AGO51415,A,swine,Minnesota,2013.0,H3N2,North America
AGO59894,A,swine,South Dakota,2013.0,H1N2,North America
AGO86678,A,swine,Minnesota,2013.0,H1N1,North America
AGO87255,A,avian,Hunan,2011.0,H5N1,Asia
AGQ47740,A,,BH,1935.0,H1N1,South America
AGQ47776,A,,Cameron,1946.0,H1N1,NaN
AGQ47835,A,,Georgia,,H3N2,North America
AGQ88476,A,swine,Iowa,2013.0,H3N2,North America
AGR45141,A,swine,Italy,2011.0,H1N2,Europe
AGR45144,A,swine,Italy,2011.0,H1N2,Europe
AGR45311,A,swine,Nebraska,2013.0,H1N2,North America
AGS08781,A,swine,South Dakota,2013.0,H1N1,North America
AGS08785,A,swine,Minnesota,2013.0,H3N2,North America
AGS08997,A,swine,Korea,2012.0,H3N2,Asia
AGS41692,A,swine,Illinois,2013.0,H1N2,North America
AGS48846,A,swine,Illinois,2013.0,H1N1,North America
AGT18720,A,,Kenya,2013.0,H1N1,Africa
AGT18721,A,,Kenya,2013.0,H1N1,Africa
AGT18723,A,,Kenya,2012.0,H1N1,Africa
AGT18724,A,,Kenya,2013.0,H1N1,Africa
AGT18748,A,,Kenya,2012.0,H3N2,Africa
AGT37102,A,swine,Denmark,2012.0,H1N2,Europe
AGU69932,A,,Singapore,2007.0,H1N1,Asia
AGU69969,A,swine,Illinois,2013.0,H1N2,North America
AGU92777,A,,Georgia,2012.0,H1N1,North America
AGW25699,A,avian,Thailand,2010.0,H9N7,Asia
AGW27061,A,avian,Hong Kong,2011.0,H5N1,Asia
AGW43288,A,avian,Iceland,2011.0,H3N6,Europe
AGW43444,A,avian,Iceland,2011.0,H2N5,Europe
AGW44014,A,avian,Canada,2011.0,H3N5,North America
AGW83306,A,swine,Illinois,2013.0,H1N1,North America
AGW83314,A,swine,Illinois,2013.0,H1N1,North America
AGX00864,A,avian,Ningxia,2012.0,H5N1,Asia
AGX00886,A,swine,Illinois,2013.0,H1N2,North America
AGY14270,A,avian,Hunan,2011.0,H9N2,Asia
AGY14421,A,swine,Illinois,2013.0,H1N2,North America
AGY79889,A,avian,California,2012.0,H2N3,North America
AGY80411,A,avian,California,2012.0,H2N3,North America
AGZ60429,A,,New Hampshire,2012.0,H3N2,North America
AGZ60571,A,,Maine,2012.0,H3N2,North America
AGZ61154,A,,Missouri,2013.0,H3N2,North America
AGZ61178,A,,Arkansas,2013.0,H3N2,North America
AGZ61211,A,,Oklahoma,2012.0,H3N2,North America
AGZ61248,A,,Florida,2012.0,H3N2,North America
AGZ61259,A,,Colorado,2012.0,H3N2,North America
AGZ61263,A,,Mississippi,2012.0,H3N2,North America
AGZ61736,A,,Texas,2009.0,H1N1,North America
AGZ62339,A,swine,Illinois,2013.0,H1N1,North America
AGZ62363,A,swine,Illinois,2013.0,H1N2,North America
AGZ62388,A,swine,North Carolina,2013.0,H1N1,North America
AGZ62396,A,swine,Iowa,2013.0,H1N1,North America
AGZ62404,A,swine,Illinois,2013.0,H1N1,North America
AHA11511,A,swine,Minnesota,2013.0,H3N2,North America
AHA38263,A,swine,Indiana,2010.0,H3N2,North America
AHA38580,A,,Tambov,2013.0,H1N1,Europe
AHA57090,A,swine,Minnesota,2013.0,H1N1,North America
AHA57131,A,swine,Nebraska,2013.0,H1N2,North America
AHA57151,A,swine,Illinois,2013.0,H3N2,North America
AHA57155,A,swine,Illinois,2013.0,H1N2,North America
AHA98453,A,,Helsinki,2013.0,H3N2,Europe
AHA98464,A,,Helsinki,2013.0,H3N2,Europe
AHB20856,A,swine,Tennessee,2004.0,H1N1,North America
AHB20931,A,swine,Oklahoma,2005.0,H3N2,North America
AHB21027,A,swine,Oklahoma,2006.0,H1N1,North America
AHB21075,A,swine,North Carolina,2006.0,H1N2,North America
AHB21195,A,swine,Texas,2007.0,H3N1,North America
AHB21219,A,swine,Texas,2007.0,H1N2,North America
AHB21448,A,swine,North Carolina,2008.0,H1N1,North America
AHB21460,A,swine,North Carolina,2008.0,H1N2,North America
AHB21628,A,swine,North Carolina,2009.0,H1N1,North America
AHB21700,A,swine,Illinois,2009.0,H1N1,North America
AHB21712,A,swine,Oklahoma,2010.0,H1N1,North America
