3,1,3,3.8437884378843801e-06,3.8437884378843801e-06,0.048692199999999998,0.1056158,0.048692199999999998,11697.97004,267.32155499999999,27,22,2.9499999999999998e-07,2.9400000000000001e-07,9,10,27,22,879,395,6015,3457,10122,9082,10698,10591,0.003264126,0.0032600760000000002,0.0038500380000000001,0.0029729890000000001,0.0050462829317899803,0.67857142857142905,0.80851063829787195,6.1633939130725501,253,664,0.0,0.0,0,0,0,0,0,0,1810.75,0.2409,1,1
1,1,1,3.8437884378843801e-06,3.8437884378843801e-06,0.045025799999999998,0.045025799999999998,0.045025799999999998,4196.8750410000002,63609.225910000001,48,201,2.9499999999999998e-07,2.9499999999999998e-07,9,9,48,201,723,1443,5183,7467,9893,10340,10672,10724,0.003262947,0.0032664700000000001,0.010392191,0.057527967999999999,-0.00658893686867504,0.19323671497584499,0.32388663967611298,9.7302305063623695,301,71,33.549999999999997,100.0,2,1,1,1,2,1,995.35000000000002,0.28210000000000002,1,1
4,3,12,0.00018450184501844999,6.5344403444034396e-05,0.074972999999999998,0.42753269999999999,0.42753269999999999,11246.80149,511643.75050000002,26,160,2.9499999999999998e-07,2.9499999999999998e-07,9,8,28,160,914,2667,6325,8599,10194,10563,10717,10749,0.0032645500000000002,0.0032689559999999999,0.0010598140000000001,0.0064541679999999997,0.0049311534949293698,0.050847457627118599,0.096774193548387094,2.59903257971055,990,4048,0.0,0.0,0,0,0,0,0,0,16.73,0.32650000000000001,1,1
1,1,1,7.6875768757687603e-06,7.6875768757687603e-06,0.0033392999999999999,0.0033392999999999999,0.0033392999999999999,213995.88029999999,25524.77853,65,8,2.9499999999999998e-07,2.9400000000000001e-07,9,9,65,10,1367,211,7342,2595,10302,8816,10722,10565,0.0032661090000000001,0.0032587890000000002,0.010958058,0.000131951,-1.0062073787023299e-16,0.0,0.0,0.477366304182061,158,220,24.050000000000001,10.0,0,0,0,0,4,2,13869.219999999999,0.0032000000000000002,1,1
2,2,4,0.000603474784747847,3.4594095940959402e-05,0.15574930000000001,0.81145199999999995,0.81145199999999995,15456.95131,45664.257030000001,114,113,2.9499999999999998e-07,2.9499999999999998e-07,9,9,114,113,1172,1252,7261,6941,10336,10276,10722,10714,0.0032659260000000002,0.003265628,0.051618275999999998,0.057599239000000003,-0.0017956973017664499,0.875,0.93333333333333302,22.449490023862399,342,1054,5.8470000000000004,3.984,0,1,0,0,1,1,3661.6100000000001,0.24199999999999999,1,1
1,1,1,7.6875768757687603e-06,7.6875768757687603e-06,0.1178005,0.1178005,0.1178005,8174.979808,2958.0914990000001,17,11,2.9499999999999998e-07,2.9499999999999998e-07,9,9,17,13,741,746,5581,5563,10017,9930,10707,10700,0.00326348,0.0032633660000000002,0.001382683,0.00101333,-5.1933510059163505e-17,0.0769230769230769,0.14285714285714299,1.3852368333159499,538,246,54.270000000000003,0.0,1,0,1,0,1,0,14683.219999999999,-0.010999999999999999,1,1
2,1,2,0.00013837638376383799,3.4594095940959402e-05,0.15442030000000001,0.32179859999999999,0.32179859999999999,7046.324372,59326.30341,112,126,2.9499999999999998e-07,2.9499999999999998e-07,9,9,112,126,1031,1446,6944,7481,10260,10357,10711,10722,0.003265394,0.0032664289999999999,0.049716456999999999,0.050514322,0.0054942793608245303,0.80152671755725202,0.88983050847457601,22.445565348376,658,184,7.2939999999999996,92.930000000000007,1,2,0,1,1,4,2852.8899999999999,0.2122,1,1
3,2,6,2.6906519065190701e-05,2.6906519065190701e-05,0.2368702,0.51774960000000003,0.26971840000000002,20761.522720000001,23956.965069999998,13,9,2.9400000000000001e-07,2.9400000000000001e-07,9,10,13,11,382,76,3866,1511,9498,7512,10648,10418,0.0032609169999999999,0.0032562099999999998,0.002837118,0.00023995599999999999,-0.00721701519532255,0.10000000000000001,0.18181818181818199,1.56475000005543,359,326,0.0,0.0,0,0,0,0,0,0,13968.219999999999,0.013299999999999999,1,1
1,1,1,0.00058041205412054104,0.00058041205412054104,3.1335426000000002,3.1335426000000002,3.1335426000000002,45521.693079999997,30.32340662,32,1,2.9499999999999998e-07,2.9400000000000001e-07,9,10,32,3,452,73,4928,867,9841,6064,10693,10109,0.0032624009999999998,0.0032538860000000001,0.000881568,1.19e-05,0.00057136469812424601,0.0,0.0,0.57199933500534905,368,385,0.0,0.0,0,0,0,0,0,0,4478.2200000000003,0.084500000000000006,1,1
1,1,1,3.8437884378843801e-06,3.8437884378843801e-06,0.068508299999999994,0.068508299999999994,0.068508299999999994,33.48467385,81387.068069999994,1,24,2.9400000000000001e-07,2.9499999999999998e-07,9,9,3,26,124,1046,1751,6645,7968,10298,10481,10713,0.00325699,0.0032650779999999998,0.00020107299999999999,0.021932858999999999,0.0028963816429241401,0.0,0.0,0.0,341,355,0.0,0.0,0,0,0,0,0,0,16368.02,0.0086999999999999994,1,1
2,2,4,0.0087023370233702303,0.00028059655596555997,0.62787550000000003,15.314652600000001,15.314652600000001,23370.050520000001,43687.831939999996,95,78,2.9499999999999998e-07,2.9499999999999998e-07,8,9,97,80,1090,1025,6886,6618,10236,10263,10731,10719,0.00326539,0.003265062,0.0024965999999999999,0.0026918300000000001,0.0032139090573326699,0.14379084967320299,0.251428571428571,4.4592504378370004,986,739,9.4320000000000004,0.0,1,0,1,0,1,0,7417.96,0.10340000000000001,1,1
