AEO89145,A,-,Xinjiang,2009
AEO89163,A,-,Guangxi,2009
AEO89172,A,-,Hunan,2009
AEO91779,A,swine,North Carolina,2005
AEO91855,A,swine,Minnesota,2008
AEP17073,A,swine,Iowa,2011
AEP17078,A,swine,Illinois,2011
AEP17277,A,swine,Iowa,2011
AEP17308,A,avian,Ontario,2011
AEP32455,A,-,Thailand,2009
AEP71333,A,avian,Egypt,2009
AEP84526,A,avian,Egypt,2011
AEQ38190,A,-,Hong Kong,2009
AEQ38195,A,-,Hong Kong,2009
AEQ61287,A,swine,Jiangsu,2011
AEQ61347,A,swine,Jiangsu,2011
AEQ61437,A,swine,Jiangsu,2010
AEQ72820,A,avian,Egypt,2010
AEQ72868,A,avian,Egypt,2011
AEQ72881,A,avian,Egypt,2011
AEQ72884,A,avian,Egypt,2011
AEQ72889,A,avian,Egypt,2011
AET11800,A,avian,Sanjiang,2007
AET74962,A,avian,Delaware,1988
AET75834,A,avian,Delaware Bay,1994
AET76679,A,avian,Delaware Bay,1999
AET76690,A,avian,Delaware Bay,1999
AET77176,A,avian,Delaware Bay,2003
AET77666,A,avian,Alberta,2006
AET80429,A,avian,Vietnam,2011
AET84295,A,-,Nevada,2009
AEU05027,A,-,Indiana,2011
AEV40002,A,-,Shenzhen,2009
AEV40049,A,-,Shenzhen,2009
AEV40056,A,-,Shenzhen,2009
AEV40282,A,avian,Hebei,2009
AEW25367,A,-,Zhejiang,2009
AEW25528,A,-,Zhejiang,2009
AEW25590,A,-,Zhejiang,2009
AEW31134,A,-,Minnesota,2011
AEX30517,A,swine,Shepparton,2009
AEX30519,A,swine,Henan,2010
AEX30540,A,swine,Hong Kong,2011
AEX30611,A,avian,Sheny,2008
AEX33924,A,-,HaNoi,2006
AEX34650,A,-,HaNoi,2005
AEX34768,A,-,TayNguyen,2006
AEX35120,A,-,HaNoi,2008
AEX35428,A,-,HaNoi,2004
AEX38474,A,-,Wisconsin,2011
AEX63617,A,swine,Jiangsu,2011
AEY75592,A,avian,Malaysia,1997
AEZ01103,A,-,Hangzhou,2011
AEZ01107,A,-,Hangzhou,2011
AEZ02122,A,swine,North Carolina,2009
AEZ54197,A,swine,Iowa,2011
AFA51661,A,avian,Egypt,2011
AFB18647,A,-,whooper swan,2011
AFB70317,A,-,Argentina,2009
AFB77618,A,-,Kenya,2011
AFC18325,A,avian,England,2010
AFC98271,A,swine,North Carolina,2010
AFC98273,A,swine,North Carolina,2011
AFD32574,A,swine,Indiana,2010
AFD64223,A,-,Fujian,2002
AFE02952,A,-,Taiwan,2011
AFE48437,A,avian,Taiwan,2005
AFF57124,A,-,Gyeonggi,2010
AFG71942,A,-,Hong Kong,1971
AFG71953,A,-,Bilthoven,1972
AFG71996,A,-,Bilthoven,1974
AFG72085,A,-,Sichuan,1987
AFG72096,A,-,Beijing,1989
AFG72173,A,-,Amsterdam,1992
AFG72350,A,-,Netherlands,1993
AFG72735,A,-,Oslo,1997
AFG72823,A,-,Fujian,2002
AFG98830,A,-,Bilthoven,1971
AFG98863,A,-,England,1972
AFG98940,A,-,Bilthoven,1974
AFG99006,A,-,Bilthoven,1976
AFG99094,A,-,Rotterdam,1977
AFG99138,A,-,Bilthoven,1982
AFG99237,A,-,Colorado,1986
AFG99248,A,-,Shanghai,1987
AFG99347,A,-,Netherlands,1989
AFG99402,A,-,Victoria,1989
AFG99501,A,-,Canberra,1991
AFH00065,A,-,Akita,1993
AFH00076,A,-,Enschede,1993
AFH00098,A,-,Lyon,1993
AFH00263,A,-,Scotland,1993
AFH00329,A,-,Hong Kong,1994
AFH00461,A,-,Hong Kong,1996
AFH00494,A,-,Hong Kong,1996
AFH00725,A,-,Netherlands,1982
AFH53677,A,swine,Minnesota,2011
AFH53725,A,swine,Illinois,2010
AFH53736,A,swine,Illinois,2010
AFH76959,A,swine,Minnesota,2011
AFH76964,A,swine,Illinois,2011
AFH76980,A,swine,Missouri,2010
AFH76985,A,swine,Illinois,2010
AFI44342,A,avian,Egypt,2011
AFI44353,A,avian,Egypt,2012
AFI44374,A,swine,Illinois,2011
AFI62127,A,swine,Kansas,2009
AFI62138,A,swine,Minnesota,2011
AFI62139,A,swine,Minnesota,2011
AFI62151,A,swine,Minnesota,2011
AFI62154,A,swine,North Carolina,2010
AFI73231,A,avian,Egypt,2012
AFI73232,A,avian,Egypt,2011
AFJ12607,A,avian,Hong Kong,1978
AFJ13347,A,avian,New Jersey,1986
AFJ13380,A,avian,Delaware Bay,1986
AFJ13424,A,avian,Delaware Bay,1993
AFJ18989,A,avian,Yangon,2010
AFJ19065,A,swine,Ohio,2011
AFJ69901,A,avian,Vietnam,2007
AFJ74842,A,-,Malaysia,2004
AFJ76186,A,-,Malaysia,2009
AFJ77517,A,-,Malaysia,1999
AFJ77891,A,-,Malaysia,2004
AFJ78364,A,-,Malaysia,1997
AFJ78661,A,-,Malaysia,2009
AFK13944,A,avian,Guangdong,2010
AFL56787,A,swine,Minnesota,2009
AFL56810,A,swine,Oklahoma,2011
AFM08869,A,avian,South Africa,2011
AFM08891,A,avian,South Africa,2011
AFM09320,A,avian,Alaska,2007
AFM09428,A,avian,Alaska,2006
AFM46517,A,swine,Iowa,2010
AFM46518,A,swine,Iowa,2010
AFM46519,A,swine,Iowa,2010
AFM46633,A,swine,Iowa,2011
AFM46639,A,swine,Iowa,2011
AFM46642,A,swine,Iowa,2011
AFM46643,A,swine,Oklahoma,2011
AFM46654,A,swine,Iowa,2011
AFM46659,A,swine,Nebraska,2011
AFM46668,A,swine,Mississippi,2011
AFM46839,A,swine,Iowa,2011
AFM46852,A,swine,Iowa,2011
AFM46856,A,swine,Iowa,2011
AFM46999,A,swine,Iowa,2011
AFM47137,A,swine,Illinois,2011
AFM47165,A,swine,Guangdong,2011
AFM68954,A,-,NWS,1934
AFM71731,A,-,Beijing,1989
AFM72098,A,-,Sichuan,1987
AFM72186,A,-,South Africa,1996
AFM72257,A,-,Ulan Ude,2000
AFM72312,A,-,Fujian,2003
AFM72356,A,-,Wellington,2004
AFM78578,A,ferret,Indonesia,2005
AFM93978,A,swine,South Dakota,2012
AFM93986,A,swine,Minnesota,2012
AFN06490,A,swine,Zhejiang,2008
AFN18875,A,-,Singapore,2009
AFN66856,A,swine,Oklahoma,2012
AFO64802,A,-,Nanchang,1999
AFO64835,A,-,Wellington,1992
AFO64868,A,-,Shanghai,1996
AFO65016,A,-,Ostrava,1998
AFO66147,A,-,Chile,2000
AFO83000,A,swine,Iowa,2012
AFO83274,A,avian,Hungary,2001
AFO83280,A,avian,Nepal,2010
AFO83294,A,avian,Saudi Arabia,2011
AFO83295,A,avian,United Arab Emirates,2011
AFP36088,A,swine,Minnesota,2012
AFP36183,A,swine,Hungary,2011
AFP83236,A,swine,Guangdong,2010
